SV_TAXONOMY	TAXONOMY_NAME	RG_REFERENCE	RG_NAME	SV_REFERENCE	SV_NAME	SV_DESCRIPTION	SL_REFERENCE	LC_REFERENCE	PHONE_NUMBER	WEBSITE	EMAIL_ADDRESS	WHEELCHAIR_ACCESSIBLE	LANGUAGE	HOURS	STREET_NUMBER	STREET_NAME	STREET_TYPE	STREET_DIRECTION	CITY	PROVINCE	POSTAL_CODE	LATITUDE	LONGITUDE	811_LINK
LH-6600	Pharmacies	17660972	PriceSmart Foods	17660978	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661000	17660999	6044159992	http://www.pricesmartfoods.ca/	customer_service@owfg.com	N	English	Mon - Fri, 8 a.m. - 10 p.m.; Sat, Sun, hollidays, 10 a.m. - 6 p.m.	3433 North Road				Burnaby	BC	V3J 0A9	49.252894	-122.892910	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17660978&SiteResourceAgencyNum=17660999
LH-6600	Pharmacies	17660972	PriceSmart Foods	17660978	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660980	17660979	6045757162	http://www.pricesmartfoods.ca/pharmacy	customer_service@owfg.com	N	English	Mon - Sun, 8 a.m. - 10 p.m.; holidays 10 a.m. - 6 p.m.	17745 64 Avenue				Surrey	BC	V3S 1Z2	49.118771	-122.728944	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17660978&SiteResourceAgencyNum=17660979
LH-6600	Pharmacies	17660972	PriceSmart Foods	17660978	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661002	17661001	6045741231	http://www.pricesmartfoods.ca/	customer_service@owfg.com	N	English	Mon - Fri, 8 a.m. - 10 p.m.; Sat, Sun, holiday, 10 a.m. - 6 p.m.	18710 Fraser Highway				Surrey	BC	V3S 7Y4	49.124732	-122.704055	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17660978&SiteResourceAgencyNum=17661001
LH-6600	Pharmacies	17660972	PriceSmart Foods	17660978	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660982	17660981	6045330400	http://www.pricesmartfoods.ca/	customer_service@owfg.com	N	English	Mon - Sun, 8 a.m. - 10 p.m.; holidays, 10 a.m. - 6 p.m.	20151 Fraser Highway				Langley	BC	V3A 4E4	49.106844	-122.663873	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17660978&SiteResourceAgencyNum=17660981
LH-6600	Pharmacies	17660972	PriceSmart Foods	17660978	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660996	17660995	6044344937	http://www.pricesmartfoods.ca/	customer_service@owfg.com	N	English	Mon - Sat, 8 a.m. - 10 p.m.; Sun, holidays, 10 a.m. - 6 p.m.	2880 Bentall Street				Vancouver	BC	V5M 4H4	49.258519	-123.032057	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17660978&SiteResourceAgencyNum=17660995
LH-6600	Pharmacies	17660972	PriceSmart Foods	17660978	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660988	17660987	6044648811	http://www.pricesmartfoods.ca/	customer_service@owfg.com	N	English	Mon - Sun, 8 a.m. - 10 p.m.; holidays, 10 a.m. - 6 p.m.	2991 Lougheed Highway				Coquitlam	BC	V3B 6J6	49.275296	-122.794225	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17660978&SiteResourceAgencyNum=17660987
LH-6600	Pharmacies	17660972	PriceSmart Foods	17660978	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660998	17660997	6047929156	http://www.pricesmartfoods.ca/	customer_service@owfg.com	N	English	Mon - Sat, 8 a.m. - 10 p.m.; Sun, holidays, 10 a.m. - 6 p.m.	46020 Yale Road				Chilliwack	BC	V2P 7V2	49.169573	-121.954819	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17660978&SiteResourceAgencyNum=17660997
LH-6600	Pharmacies	17660972	PriceSmart Foods	17660978	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660990	17660989	6044336314	http://www.pricesmartfoods.ca/	customer_service@owfg.com	N	English	Mon, Tue, 10 a.m. - 10 p.m.; Wed - Fri, 8 a.m. - 10 p.m.; Sat, Sun, holidays 10 a.m. - 6 p.m.	7501 Market Crossing				Burnaby	BC	V5J 0A3	49.198813	-122.980637	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17660978&SiteResourceAgencyNum=17660989
LH-6600	Pharmacies	17660972	PriceSmart Foods	17660978	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660986	17660985	6049301120	http://www.pricesmartfoods.ca/	customer_service@owfg.com	N	English	Mon - Sun, 8 a.m. - 10 p.m.; Hollidays, 10 a.m. - 6 p.m.	9014 152 Street				Surrey	BC	V3R 4E7	49.166461	-122.801215	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17660978&SiteResourceAgencyNum=17660985
LH-6600	Pharmacies	17660972	PriceSmart Foods	17660978	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660992	17660991	6045366530	http://www.pricesmartfoods.ca/	customer_service@owfg.com	N	English	Mon - Sun, 8 a.m. - 10 p.m.; holiday, 10 a.m. - 6 p.m.	1641 152 Street				Surrey	BC	V4A 4N3	49.031931	-122.801171	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17660978&SiteResourceAgencyNum=17660991
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661814	17661813	6049832147	http://www.saveonfoods.com/pharmacy		N	English	Mon - Sun, 8 a.m. - 10 p.m.	333 Brooksbank Avenue				North Vancouver	BC	V7J 3S8	49.308678	-123.040470	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661813
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661816	17661815	2504753301	http://www.saveonfoods.com/pharmacy		N	English	Mon - Sat, 8 a.m. - 10 p.m.; Sun, 10 a.m. - 6 p.m.	3510 Blanshard Street				Victoria	BC	V8X 1W3	48.455802	-123.373043	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661815
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661834	17661833	6042733939	http://www.saveonfoods.com/pharmacy		N	English	Mon - Sun, 8 a.m. - 10 p.m.; statutory holiday hours may vary.	3673 Westminster Highway				Richmond	BC	V7C 5V2	49.170039	-123.182446	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661833
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661874	17661873	6044481203	http://www.saveonfoods.com/pharmacy		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	11666 Steveston Highway				Richmond	BC	V7A 5J3	49.133312	-123.094082	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661873
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661842	17661841	2503745558	http://www.saveonfoods.com/pharmacy		Y	English	Mon - Sat, 8 a.m. - 10 p.m.; Sun, 10 a.m. - 6 p.m.	1210 Summit Drive				Kamloops	BC	V2C 6M1	50.666914	-120.353588	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661841
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661828	17661827	6045019354	http://www.saveonfoods.com/pharmacy		N	English	Mon - Sun, 8 a.m. - 10 p.m.; statutory holidays, 10 a.m. - 6 p.m.	12130 Nordel Way				Surrey	BC	V3W 1P6	49.162289	-122.885677	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661827
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661862	17661861	6049852150	http://www.saveonfoods.com/pharmacy		N	English	Mon - Sun, 8 a.m. - 10 p.m.	1250 Marine Drive				North Vancouver	BC	V7P 1T2	49.323908	-123.109167	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661861
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661820	17661819	6044645089	http://www.coopersfoods.com		N	English	Mon - Fri, 8 a.m. - 10 p.m.; Sat, 9 a.m. - 10 p.m.; Sun, 10 a.m. - 6 p.m.	1430 Prairie Avenue				Port Coquitlam	BC	V3B 5M8	49.271194	-122.753981	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661819
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661866	17661865	2503890131	http://www.saveonfoods.com/pharmacy		Y	English	Mon - Sat, 8 a.m. - 10 p.m.; Sun, 9 a.m. - 5 p.m.	172 Wilson Street				Victoria	BC	V9A 7N6	48.432322	-123.380792	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661865
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661826	17661825	6049757544	http://www.urbanfare.com		N	English	Mon - Sun, 8 a.m. - 10 p.m.	177 Davie Street				Vancouver	BC	V6Z 2Y1	49.273544	-123.120599	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661825
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661844	17661843	2507635510	http://www.saveonfoods.com/pharmacy		N	English	Mon - Sat, 8 a.m. - 10 p.m.; Sun, 10 a.m. - 6 p.m.	1876 Cooper Road				Kelowna	BC	V1Y 9N6	49.880460	-119.443257	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661843
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661876	17661875	6045325833	http://www.saveonfoods.com/pharmacy		N	English	Mon - Sun, 8 a.m. - 10 p.m.	20255 64 Avenue				Langley	BC	V2Y 1M9	49.119029	-122.661808	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661875
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661802	17661801	6045043041	http://www.saveonfoods.com/pharmacy		N	English	Mon - Sat, 8 a.m. - 10 p.m.; Sun, 10 a.m. - 6 p.m.	2140 Sumas Way				Abbotsford	BC	V2S 2C7	49.040808	-122.271378	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661801
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661808	17661807	6044633329	http://www.saveonfoods.com/pharmacy		N	English	Mon - Sat, 8 a.m. - 10 p.m.; Sun, 10 a.m. - 6 p.m.	22703 Lougheed Highway				Maple Ridge	BC	V2X 2V5	49.217073	-122.593548	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661807
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661838	17661837	6044645046	http://www.saveonfoods.com/pharmacy		N	English	Mon - Sun, 8 a.m. - 10 p.m.	2385 Ottawa Street				Port Coquitlam	BC	V3B 8A4	49.257169	-122.746584	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661837
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661818	17661817	2507682323	http://www.saveonfoods.com/pharmacy		Y	English	Mon - Sat, 8 a.m. - 10 p.m.; Sun, 10 a.m. - 6 p.m.	2475 Dobbin Road				West Kelowna	BC	V4T 2E9	49.828422	-119.630867	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661817
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661870	17661869	6046076550	http://www.saveonfoods.com/pharmacy		N	English	Mon - Sat, 8 a.m. - 10 p.m.; Sun, 10 a.m. - 6 p.m.	26310 Fraser Highway				Aldergrove	BC	V4W 2Z7	49.059923	-122.495387	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661869
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661812	17661811	6045385467	http://www.saveonfoods.com/pharmacy		N	English	Mon - Sun, 8 a.m. - 10 p.m.; statutory holidays, 10 a.m. - 6 p.m.	3033 152nd Street				Surrey	BC	V4P 3K1	49.056616	-122.801197	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661811
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661846	17661845	2508606646	http://www.saveonfoods.com/pharmacy		N	English	Mon - Sat, 8 a.m. - 10 p.m.; Sun, 10 a.m. - 6 p.m.	3175 Lakeshore Road				Kelowna	BC	V1W 3S9	49.850239	-119.486631	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661845
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661804	17661803	2507511412	http://www.saveonfoods.com/pharmacy		Y	English	Mon - Sat, 8 a.m. - 10 p.m.; Sun, 10 a.m. - 6 p.m.	3200 Island Highway N				Nanaimo	BC	V9T 1W1	49.210196	-124.002342	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661803
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661810	17661809	6048207622	http://www.saveonfoods.com/pharmacy		N	English	Mon - Sat, 8 a.m. - 10 p.m.; Sun, 10 a.m. - 6 p.m.	32555 London Avenue				Mission	BC	V2V 6M7	49.128845	-122.317647	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661809
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661836	17661835	6042985173	http://www.saveonfoods.com/pharmacy		N	English	Mon - Sun, 8 a.m. - 10 p.m.	4399 Lougheed Highway				Burnaby	BC	V5C 3Y7	49.266698	-123.006283	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661835
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661872	17661871	2504895711	http://www.saveonfoods.com/pharmacy		N	English	Mon - Fri, 9 a.m. - 10 p.m.; Sat - Sun, 10 a.m. - 6 p.m.	505 Victoria Avenue N				Cranbrook	BC	V1C 6S3	49.516397	-115.753649	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661871
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661848	17661847	6049464474	http://www.saveonfoods.com/pharmacy		N	English	Mon - Sun, 8 a.m. - 10 p.m.; statutory holidays, 10 a.m. - 6 p.m.	5186 48th Avenue				Delta	BC	V4K 1W3	49.090224	-123.078865	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661847
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661858	17661857	2509643839	http://www.saveonfoods.com/pharmacy		N	English	Mon - Fri, 9 a.m. - 10 p.m.; Sat, 9 a.m. - 7 p.m.; Sun, 10 a.m. - 6 p.m.	5232 Domano Boulevard				Prince George	BC	V2N 4A1	53.868809	-122.778102	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661857
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661864	17661863	2505642168	http://www.saveonfoods.com/pharmacy		N	English	Mon - Fri, 9 a.m. - 10 p.m.; Sat, 9 a.m. - 9 p.m.; Sun, 10 a.m. - 6 p.m.	555 Central Street W				Prince George	BC	V2M 3C6	53.920157	-122.782195	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661863
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661806	17661805	6048241106	http://www.saveonfoods.com/pharmacy		N	English	Mon - Sat, 8 a.m. - 10 p.m.; Sun, 10 a.m. - 6 p.m.	6014 Vedder Road				Chilliwack	BC	V2R 5M4	49.111478	-121.955801	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661805
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661840	17661839	2503904613	http://www.saveonfoods.com/pharmacy		N	English	Mon - Fri, 8 a.m. - 10 p.m.; Sat - Sun, 10 a.m. - 6 p.m.	6901 Island Highway N				Nanaimo	BC	V9T 6N8	49.245173	-124.052124	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661839
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661868	17661867	6045401389	http://www.saveonfoods.com/pharmacy		Y	English	Mon - Sun, 8 a.m. - 10 p.m.; statutory holidays 10 a.m. - 6 p.m.	7155 Kingsway				Burnaby	BC	V5E 2V1	49.218624	-122.956432	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661867
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661856	17661855	6045996702	http://www.saveonfoods.com/pharmacy		N	English	Mon - Sun, 8 a.m. - 10 p.m.	7320 King George Boulevard				Surrey	BC	V3W 5A5	49.135886	-122.845502	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661855
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661832	17661831	6042788408	http://www.pricesmartfoods.ca/		N	English	Mon - Sun, 8 a.m. - 10 p.m.; holiday 10 a.m. - 6 p.m.	8200 Ackroyd Road				Richmond	BC	V6X 1B5	49.172042	-123.134029	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661831
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661860	17661859	6048820883	http://www.saveonfoods.com/pharmacy		N	English	Mon - Sun, 8 a.m. - 10 p.m.	8840 210 Street				Langley	BC	V1M 2Y2	49.163084	-122.637659	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661859
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661822	17661821	6049804658	http://www.saveonfoods.com/pharmacy		Y	English	Mon - Fri, 8 a.m. - 10 p.m.; Sat, Sun, 10 a.m. - 6 p.m.	1199 Lynn Valley Road				North Vancouver	BC	V7J 3H2	49.335537	-123.040939	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661821
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661852	17661851	6045967784	http://www.saveonfoods.com/pharmacy		N	English	Mon - Sun, 8 a.m. - 10 p.m.	7015 120 Street				Delta	BC	V4E 2A9	49.130674	-122.890394	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661851
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661830	17661829	6044333760	http://www.saveonfoods.com/pharmacy		N	English	Mon - Sun, 8 a.m. - 10 p.m.	6100 McKay Avenue				Burnaby	BC	V5H 4L6	49.227001	-123.004078	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661829
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661854	17661853	2507535865	http://www.saveonfoods.com/pharmacy		N	English	Mon - Fri, 8 a.m. - 10 p.m.; Sat, Sun, 10 a.m. - 6 p.m.	1501 Estevan Road				Nanaimo	BC	V9S 3Y3	49.184868	-123.954488	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661853
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661824	17661823	6044658606	http://www.saveonfoods.com/pharmacy		N	English	Mon - Sat, 8 a.m. - 10 p.m.; Sun, 10 a.m. - 6 p.m.	20395 Lougheed Highway				Maple Ridge	BC	V2X 2P9	49.219027	-122.656486	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661823
LH-6600	Pharmacies	17661768	Save-On-Foods	17661800	Late Night Pharmacy Services	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17661850	17661849	6045174428	http://www.saveonfoods.com/pharmacy		Y	English	Mon - Sat, 8 a.m. - 10 p.m.; Sun, 10 a.m. - 6 p.m.	555 6th Street				New Westminster	BC	V3L 5H1	49.212620	-122.919692	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661800&SiteResourceAgencyNum=17661849
LH-6600.8500	Twenty Four Hour Pharmacies	17659831	Shoppers Drug Mart Corporation	17659925	24-Hour Pharmacy Services (Shoppers Drug Mart)	Provides 24-hour pharmacy services for individuals to obtain, understand and manage their prescriptions.	17659935	17659934	6046692424	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	24-7	1125 Davie Street				Vancouver	BC	V6E 1N2	49.280821	-123.131841	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659925&SiteResourceAgencyNum=17659934
LH-6600.8500	Twenty Four Hour Pharmacies	17659831	Shoppers Drug Mart Corporation	17659925	24-Hour Pharmacy Services (Shoppers Drug Mart)	Provides 24-hour pharmacy services for individuals to obtain, understand and manage their prescriptions.	17659929	17659928	6042789105	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	24-7	11800 Cambie Road				Richmond	BC	V6X 1L5	49.184598	-123.091472	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659925&SiteResourceAgencyNum=17659928
